session,total,tool_calls,tool_outputs,real_user_messages,setup_context,user_input,assistant_output,edit_diff_input,other_tool_call_input,tool_output,reasoning_summary,compaction_summary,other
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-25-38-019cbaa2-8488-7613-9077-cf4992a4b640.jsonl,8284,4,4,1,6793,182,444,0,192,592,81,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-25-39-019cbaa2-84c4-7620-9bf9-09dc90005a61.jsonl,17169,30,30,1,6793,168,1530,0,1842,6370,466,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-25-39-019cbaa2-8531-7b53-a457-08700f0fa643.jsonl,9840,9,9,1,6793,168,948,0,310,1492,129,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-29-20-019cbaa5-e709-71a2-b4ed-849a1ae15872.jsonl,9851,12,12,1,6793,176,867,0,453,1410,152,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-29-20-019cbaa5-e787-7be1-976d-5f07f9ff21a4.jsonl,17028,19,19,1,6793,252,1141,0,1851,6678,313,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-33-25-019cbaa9-a4f3-7322-8793-6c861c4b3ae4.jsonl,27796,37,37,1,6793,240,1858,0,2694,15788,423,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T02-40-35-019cbab0-3458-7d21-a0b8-96f6b3e05434.jsonl,48167,76,76,2,6793,350,1755,735,2916,34650,968,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-14-38-019cbacf-5dcc-74c2-bad1-c345d6859000.jsonl,12194,13,13,1,6793,274,960,173,528,3290,176,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-14-38-019cbacf-5e14-7343-a4d1-b78fac1f935a.jsonl,9575,9,9,1,6793,163,1162,0,567,741,149,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-16-01-019cbad0-a292-7482-88c8-9dc688bdc659.jsonl,29400,54,54,1,6793,242,1874,0,5242,14853,396,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-23-54-019cbad7-dacf-7401-8aec-43b368d1da87.jsonl,37759,28,28,1,6793,164,1422,0,2461,26523,396,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-32-56-019cbae0-1ee3-72d2-be7c-0d5a94dee895.jsonl,28596,41,41,1,6793,193,1367,0,2254,17511,478,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/05/rollout-2026-03-05T03-57-19-019cbaf6-7194-7dc3-b0b7-6fda170220c5.jsonl,9164,3,3,1,6793,204,733,0,344,1024,66,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-02-58-019cbf7d-31c6-7df1-a162-8775b790f68d.jsonl,9628,5,5,1,6793,266,907,0,284,1248,130,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-12-07-019cbf85-9225-7102-b0eb-fc4d26bea707.jsonl,31692,40,40,1,6793,244,2057,0,4724,17435,439,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-24-30-019cbf90-e5c1-7e32-8670-5c237c0f6ad0.jsonl,24727,19,19,1,6793,231,1350,0,3029,12993,331,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-31-40-019cbf97-76e1-7af3-92d8-0466eb4369a5.jsonl,19347,41,41,1,6793,235,1770,0,3061,6935,553,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-46-53-019cbfa5-6333-70a0-98c4-cdd3ab9e12cc.jsonl,21302,26,26,1,6793,217,1382,0,3831,8821,258,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-56-02-019cbfad-c693-71f2-bf3a-9fefa9e9e9ca.jsonl,49060,40,40,4,6793,622,4680,1659,3432,31304,570,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T01-58-16-019cbfaf-cff7-7fc2-b9b2-d9ae6fd18a3b.jsonl,63430,138,138,7,6793,950,8114,60,10397,35812,1304,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T02-08-51-019cbfb9-8134-7ba2-ac91-d52adbe0e934.jsonl,72218,161,161,11,6793,1456,8470,1940,10307,41466,1786,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T02-21-33-019cbfc5-2040-7f50-b3aa-9ad14673cbe8.jsonl,91839,114,114,15,6793,2041,9159,0,7811,64528,1507,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T15-47-43-019cc2a7-3471-7a41-a9bb-f9dea5d1c1bb.jsonl,105463,80,80,20,10675,4704,8868,4904,4513,65233,6566,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T18-04-30-019cc324-6c27-78d0-890d-ddda5e932f64.jsonl,51163,24,23,3,16183,2756,1570,0,1407,27347,1900,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T18-04-30-019cc324-6ce0-7bf2-a33b-26fa6d41d4e0.jsonl,55455,25,24,3,16183,2748,1790,0,1553,31281,1900,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/06/rollout-2026-03-06T18-04-30-019cc324-6ef8-7fb3-9d2a-bfce5b24a667.jsonl,53784,25,25,3,16183,2745,2020,0,1467,29469,1900,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/07/rollout-2026-03-07T01-33-12-019cc4bf-391b-7db2-a797-0b25feee0df1.jsonl,39821,30,30,2,7743,87,1675,0,1489,27658,1169,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/08/rollout-2026-03-08T02-06-02-019cca03-a573-7b51-b679-eb0c8c302bec.jsonl,333522,330,330,22,19336,3895,16053,5326,23421,254827,1697,8967,0
/Users/rakshithsajjan/.codex/sessions/2026/03/12/rollout-2026-03-12T17-37-04-019ce1f1-77c8-7421-b4c5-8584964e6780.jsonl,26867,11,11,1,7616,59,1027,0,2918,15239,8,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T09-22-51-019d0439-82d7-7d82-8d88-8e148e56956b.jsonl,536355,476,476,47,10897,9500,42031,49047,25189,330227,305,68217,942
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T09-23-32-019d043a-22d4-78a2-b079-0258acc64a1a.jsonl,30344,25,25,2,13525,213,2035,0,1431,13132,8,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T12-32-21-019d04e7-009f-7532-94a6-205190080e6a.jsonl,67421,34,34,9,13525,2084,5689,0,1883,44177,18,0,45
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T12-52-11-019d04f9-2bc4-7771-b414-c3274c60c7c2.jsonl,65415,34,34,17,18994,4715,8491,0,2038,31115,17,0,45
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T12-56-30-019d04fd-1e32-7961-b268-305ed4b2958e.jsonl,76942,35,35,16,24735,3576,8715,0,2121,37731,19,0,45
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T17-38-27-019d05ff-3ec2-7692-a393-cbb3c95a541c.jsonl,393565,396,396,47,16942,9853,36269,54391,18746,224479,268,31821,796
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T18-07-06-019d0619-79eb-7432-a7a4-462631521505.jsonl,2040243,566,566,70,21519,52660,56863,49047,31032,1617367,369,209828,1558
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T18-41-19-019d0638-cd8f-7bf0-9f5a-24447a14add8.jsonl,723725,518,518,55,27260,50617,47500,49047,29267,383258,328,135506,942
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T20-29-21-019d069b-b5e7-7401-82e5-f9c3c76b67ff.jsonl,276731,253,253,15,10605,3518,18568,11349,12996,198525,126,20896,148
/Users/rakshithsajjan/.codex/sessions/2026/03/19/rollout-2026-03-19T23-35-06-019d0745-c45f-7f80-b394-3779b70d4d5e.jsonl,105968,111,111,2,7784,1187,3375,17169,6706,69685,62,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/20/rollout-2026-03-20T00-16-32-019d076b-b3b8-78c1-b5e8-d3620ce9bb92.jsonl,70426,43,43,1,10415,2135,1849,0,2530,53483,14,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/20/rollout-2026-03-20T13-14-43-019d0a34-262d-7911-a7ce-65d83a141f68.jsonl,201010,167,167,14,7784,1191,13195,13441,8404,156910,85,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/20/rollout-2026-03-20T15-45-09-019d0abd-dfcb-76e3-bdc4-0d0a7dd2c6ae.jsonl,23520,15,15,1,7784,42,704,0,859,14122,9,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/20/rollout-2026-03-20T15-49-38-019d0ac1-fc21-7043-acd6-a818d8eb5596.jsonl,151896,160,160,39,7952,3058,23394,6798,7520,103086,88,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T11-45-21-019d0f08-b133-7062-8e7d-4c1bd0ce06c0.jsonl,39547,34,34,1,7888,43,1264,2396,1329,26612,15,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T11-59-04-019d0f15-4213-7822-abb1-acab638eb07f.jsonl,32924,12,12,3,7888,193,6714,0,613,17509,7,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T12-11-40-019d0f20-c96e-7f92-8901-5ff59f1e60ba.jsonl,91395,66,66,9,16287,478,10197,9535,2993,51867,38,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T12-22-02-019d0f2a-4934-7893-9bf5-26f4498e5a0a.jsonl,11138,6,6,2,7888,167,1920,60,202,896,5,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T13-38-39-019d0f70-6cd3-7ae0-b7aa-808387e74a9b.jsonl,93184,65,65,14,16227,1950,15230,8006,3927,47806,38,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T16-02-26-019d0ff4-11be-7ef1-9b91-41e3010b9e10.jsonl,51867,36,36,1,10458,2135,1209,0,1858,36191,16,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T16-20-51-019d1004-ee94-7831-95dc-99b6559adbf8.jsonl,61841,51,51,10,7828,3618,6969,651,2613,40141,21,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T16-42-00-019d1018-4b85-7353-8ba3-33f41cfa9d8b.jsonl,59456,51,51,6,7828,1911,4204,127,2649,42662,20,0,55
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T16-58-50-019d1027-b28a-79d3-8e56-ae18d3ccfd6c.jsonl,83785,84,84,8,7828,672,3347,0,4287,67628,23,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/21/rollout-2026-03-21T22-56-34-019d116f-3720-7fe1-8341-bcef4c1b2d6d.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T10-55-59-019d1401-daeb-71a0-b015-6401aeff7735.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T11-42-29-019d142c-6ef0-7591-98b5-64959f4439c7.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T14-21-02-019d14bd-96f8-7e20-ba9f-e0f006ee945b.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T14-21-02-019d14bd-9715-7652-8089-c06f6087b7f0.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T14-55-23-019d14dd-0b1f-7572-b6b8-580554fec252.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T15-38-57-019d1504-ed50-7f71-8435-141a0fa2c80b.jsonl,334911,364,364,45,11606,2416,40546,9263,23918,214502,184,32476,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T16-33-33-019d1536-eb32-7523-9a08-77776fd4e5de.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T16-33-34-019d1536-ebf6-7612-ac40-31f7e5c9e163.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T18-38-17-019d15a9-1bfd-7ba2-ab4e-e3435cf9cfbc.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T19-34-26-019d15dc-82b7-7ba0-841d-1e666797e20e.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T20-50-00-019d1621-b357-70e1-b0d5-bf55435ada9a.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T20-50-13-019d1621-e55b-7123-b905-74c82bec9172.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/22/rollout-2026-03-22T22-53-17-019d1692-92be-70b0-a9c4-65a4eec9f7ce.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/23/rollout-2026-03-23T11-57-29-019d1960-87a2-7580-8811-3d4d2c7e1c28.jsonl,89541,77,77,13,7828,1455,13296,7338,4271,55305,48,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/23/rollout-2026-03-23T13-53-50-019d19cb-0d02-75b0-a435-775605d8bb19.jsonl,8152,0,0,0,8152,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/23/rollout-2026-03-23T16-09-29-019d1a47-3b59-71f1-a298-d34a77af9070.jsonl,574888,481,481,65,8500,52015,43715,46530,31583,341490,300,50430,325
/Users/rakshithsajjan/.codex/sessions/2026/03/24/rollout-2026-03-24T09-11-42-019d1def-1c06-7cd0-bc4f-5d8ddcc06c1e.jsonl,754588,563,563,80,22390,53661,53324,47260,36124,385915,351,155238,325
/Users/rakshithsajjan/.codex/sessions/2026/03/24/rollout-2026-03-24T12-14-49-019d1e96-bfc9-7ea2-be5d-e8274f14214d.jsonl,189136,190,190,39,10952,2291,28175,6621,13358,127618,107,0,14
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T10-52-34-019d2371-cfcf-73c3-aa61-382155c45382.jsonl,66416,25,25,1,10536,2136,1224,0,2276,50235,9,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T13-17-31-019d23f6-85ec-7900-92bd-a1d33fbe1694.jsonl,45231,91,91,11,7828,901,5112,286,4133,26925,46,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T15-11-56-019d245f-4413-7a33-b5e3-e425ad24edb2.jsonl,27411,29,29,1,8354,40,1245,280,1608,15867,17,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T15-18-09-019d2464-f6b0-75d3-ba29-09adefaf3665.jsonl,76029,105,105,14,16947,1212,8782,286,4856,43893,53,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T15-43-42-019d247c-58da-7a71-b920-7939fcee0705.jsonl,153901,124,124,55,11074,7351,37283,4922,5786,87348,66,0,71
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T15-59-15-019d248a-948c-7d12-a114-7a4d0a065a2c.jsonl,8251,0,0,0,8251,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T17-04-01-019d24c5-e316-7443-944a-85fce9c67463.jsonl,83324,6,6,2,8453,170,3364,0,214,70133,22,0,968
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T18-16-54-019d2508-9c17-71a2-ac99-9a0677767fab.jsonl,16047,5,5,1,11159,79,583,0,244,3979,3,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T18-57-44-019d252d-fcb7-7f93-b559-e0b0fe8e62b8.jsonl,131266,74,74,41,19728,2477,29462,4062,3472,72026,39,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T18-58-24-019d252e-9bd5-7d01-ab1e-8f4aa431d82d.jsonl,11471,4,4,1,10636,48,304,78,152,249,4,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T19-20-37-019d2542-f077-7b40-a119-3658ef77cb2d.jsonl,201982,204,204,68,20276,10750,46092,8948,11489,104089,98,0,240
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T20-06-16-019d256c-bbca-7ac0-959d-3aea0283f7f5.jsonl,35013,32,32,4,11408,2241,3030,0,1648,16671,15,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T20-12-51-019d2572-c4f9-7323-8e2b-6df6fd6ffc7b.jsonl,41548,41,41,4,8692,1824,3231,0,3925,23854,22,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T20-58-37-019d259c-a9be-7e83-82cc-c60003dd399c.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T20-58-44-019d259c-c610-7e12-9e1a-d1cd251d02f4.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T21-28-03-019d25b7-9c2d-7f72-b1ec-c4aafff0a5d5.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T21-28-03-019d25b7-9c3b-7ec3-bf60-7ce71a60defd.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T21-30-06-019d25b9-7e79-7ff1-b1c1-47e916826845.jsonl,5770,0,0,0,5770,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T23-04-38-019d2610-08e2-74d2-8668-0b0076456aa0.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T23-27-21-019d2624-d6d9-7ca2-bc64-563237ec26ac.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/25/rollout-2026-03-25T23-27-21-019d2624-d725-7a51-bb39-75e557533ddc.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T01-26-38-019d2692-0927-7f51-b74f-54dd99e13452.jsonl,699878,108,108,33,8598,290936,15018,3761,4883,373694,126,0,2862
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T02-11-43-019d26bb-4ffe-7592-a70e-61a4da1fc6db.jsonl,5770,0,0,0,5770,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T03-52-16-019d2717-5fda-7421-88f6-30bdbcd12930.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T03-52-16-019d2717-600c-7da0-96af-dcce2194a3c5.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T04-06-31-019d2724-6ba2-7931-9a90-ac997828a428.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T04-06-31-019d2724-6cec-7320-9265-8d021665166d.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T11-45-30-019d28c8-a30b-7d61-983d-457fcc930b95.jsonl,61538,56,56,18,8756,1872,8660,99,3123,38942,23,0,63
/Users/rakshithsajjan/.codex/sessions/2026/03/26/rollout-2026-03-26T19-49-29-019d2a83-bbd6-7f23-b799-1549d0f74b33.jsonl,9093,0,0,2,8598,69,424,0,0,0,2,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/27/rollout-2026-03-27T10-26-22-019d2da6-8cc7-7370-a1e2-91a374839fcd.jsonl,61966,76,76,16,8692,1630,7444,4527,3210,36423,40,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/27/rollout-2026-03-27T16-03-25-019d2edb-2041-7ae2-a775-6f18cac747b4.jsonl,98536,70,70,15,8820,5782,17496,13716,2942,49734,46,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/31/rollout-2026-03-31T22-57-59-019d44f0-195c-7170-81a0-9cb3abe3a896.jsonl,196751,203,203,33,14034,2880,13846,1530,10849,139607,848,12229,928
/Users/rakshithsajjan/.codex/sessions/2026/04/01/rollout-2026-04-01T00-09-05-019d4531-31e8-7c40-91dd-392833740a85.jsonl,24226,5,5,1,9438,69,583,0,170,10330,3101,0,535
/Users/rakshithsajjan/.codex/sessions/2026/04/01/rollout-2026-04-01T00-20-40-019d453b-cf48-7c63-af0d-fc2b94251222.jsonl,9402,0,0,0,9402,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/04/rollout-2026-04-04T14-29-53-019d57b8-5d62-7f41-8787-a7a6a0eed9dc.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/04/rollout-2026-04-04T23-35-24-019d59ab-ccbc-73c3-b2a9-349eacd03385.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/05/rollout-2026-04-05T03-08-51-019d5a6f-366c-7a71-8f26-05f005ad2be7.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/05/rollout-2026-04-05T03-08-51-019d5a6f-3699-7741-bee5-0ac294037180.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/05/rollout-2026-04-05T20-06-14-019d5e12-a8e8-7880-bf57-96ad6102f177.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/05/rollout-2026-04-05T20-06-14-019d5e12-aa3c-78c2-ac0d-aea0448a3774.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T17-58-14-019d62c3-d6e4-7191-977e-68266209e2f1.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T18-37-00-019d62e7-5349-7d21-adbf-0a1582f84df5.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T18-37-00-019d62e7-5358-7890-927f-7255b7c3ff3d.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T20-44-55-019d635c-712f-7270-bebe-dd80753809bd.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T20-44-55-019d635c-7172-7630-9e9c-7ca2c0f46e09.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/06/rollout-2026-04-06T22-14-33-019d63ae-810c-7c42-b86a-b662e3a99537.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-29-39-019d642a-3021-7833-874d-c4c1af8086d7.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-29-52-019d642a-62ec-71b1-b941-b56bae7c0076.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-35-06-019d642f-2bab-7b22-9dcc-b597b6467ec9.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-35-06-019d642f-2bc4-7003-a87a-475ae61a28e2.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-35-37-019d642f-a688-7fe1-96cc-0e2eaf06b623.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-35-50-019d642f-d9ef-7bd0-81e5-2b2c3a7ae7e6.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-41-06-019d6434-a99d-7612-a613-8cc428a40721.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-41-06-019d6434-aa24-7452-ade8-0e476bdaa023.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-41-37-019d6435-235b-7ea1-aefb-24bd0f7573c6.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-41-50-019d6435-560d-7a42-a296-cc10ad58480b.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-47-06-019d643a-27c8-7ce1-8613-01d52ae3dd20.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-47-06-019d643a-285e-7922-8d85-4403411ab9f3.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/04/07/rollout-2026-04-07T00-47-37-019d643a-a09c-7670-9ea2-73551127cb8d.jsonl,8398,0,0,0,8398,0,0,0,0,0,0,0,0
